row_idx,kl_baseline,kl_ft,wd_baseline,wd_ft,loss_baseline,loss_ft,kl_delta_base_minus_ft,wd_delta_base_minus_ft,loss_delta_base_minus_ft
0,0.31195068359375,0.5253655910491943,0.0818532928824424,0.0918962359428405,0.31195068359375,0.5253655910491943,-0.21341490745544434,-0.010042943060398102,-0.21341490745544434
1,0.3010678291320801,0.1000622510910034,0.0670065581798553,0.0199489593505859,0.3010678291320801,0.1000622510910034,0.20100557804107666,0.04705759882926941,0.20100557804107666
2,0.2644829154014587,0.1250701546669006,0.1822005808353424,0.0819719359278678,0.2644829154014587,0.1250701546669006,0.13941276073455808,0.1002286449074746,0.13941276073455808
3,0.4646070003509521,0.0853029489517211,0.1692106127738952,0.0579295568168163,0.4646070003509521,0.0853029489517211,0.379304051399231,0.1112810559570789,0.379304051399231
4,0.3994396924972534,0.0740011930465698,0.0878175124526023,0.0244516730308532,0.3994396924972534,0.0740011930465698,0.3254384994506836,0.0633658394217491,0.3254384994506836
5,0.6470794677734375,0.2873694896697998,0.1235563904047012,0.0592736937105655,0.6470794677734375,0.2873694896697998,0.3597099781036377,0.06428269669413571,0.3597099781036377
6,0.3952659368515014,0.6864305734634399,0.2075609713792801,0.2779102325439453,0.3952659368515014,0.6864305734634399,-0.29116463661193853,-0.07034926116466522,-0.29116463661193853
7,0.694923996925354,0.3175631761550903,0.106225199997425,0.1248641684651374,0.694923996925354,0.3175631761550903,0.3773608207702637,-0.018638968467712402,0.3773608207702637
8,0.6003912687301636,0.4193010330200195,0.0793879553675651,0.0408405512571334,0.6003912687301636,0.4193010330200195,0.1810902357101441,0.0385474041104317,0.1810902357101441
9,0.4554133415222168,0.4925011396408081,0.2202940881252288,0.2312023639678955,0.4554133415222168,0.4925011396408081,-0.03708779811859131,-0.01090827584266671,-0.03708779811859131
10,0.2510545253753662,0.1730337142944336,0.085994929075241,0.1463936418294906,0.2510545253753662,0.1730337142944336,0.07802081108093262,-0.0603987127542496,0.07802081108093262
11,0.4046556949615478,0.0626780986785888,0.2271874696016311,0.0214747600257396,0.4046556949615478,0.0626780986785888,0.341977596282959,0.2057127095758915,0.341977596282959
12,0.4161962270736694,0.0749305486679077,0.1847511678934097,0.0537168458104133,0.4161962270736694,0.0749305486679077,0.34126567840576166,0.1310343220829964,0.34126567840576166
13,0.4887040853500366,0.2393054962158203,0.0830983966588974,0.0775337070226669,0.4887040853500366,0.2393054962158203,0.2493985891342163,0.0055646896362304965,0.2493985891342163
14,0.2671692371368408,0.1026368141174316,0.1497418135404586,0.0490135550498962,0.2671692371368408,0.1026368141174316,0.16453242301940924,0.1007282584905624,0.16453242301940924
15,0.2342085838317871,0.1944202184677124,0.105495236814022,0.1250576078891754,0.2342085838317871,0.1944202184677124,0.03978836536407471,-0.019562371075153392,0.03978836536407471
16,0.6738674640655518,0.2451972961425781,0.1401538848876953,0.1043346002697944,0.6738674640655518,0.2451972961425781,0.42867016792297363,0.03581928461790092,0.42867016792297363
17,0.2575331926345825,0.0821681022644043,0.0790121555328369,0.0319791920483112,0.2575331926345825,0.0821681022644043,0.17536509037017822,0.0470329634845257,0.17536509037017822
18,2.09869647026062,1.392648696899414,0.2342075109481811,0.1954638361930847,2.09869647026062,1.392648696899414,0.706047773361206,0.03874367475509641,0.706047773361206
19,0.1919790506362915,0.5220614671707153,0.1392824649810791,0.2733710706233978,0.1919790506362915,0.5220614671707153,-0.33008241653442383,-0.13408860564231873,-0.33008241653442383
