row_idx,kl_baseline,kl_ft,wd_baseline,wd_ft,loss_baseline,loss_ft,kl_delta_base_minus_ft,wd_delta_base_minus_ft,loss_delta_base_minus_ft
0,0.7458646297454834,0.1801400184631347,0.2054242342710495,0.0645729675889015,0.7458646297454834,0.1801400184631347,0.5657246112823486,0.14085126668214798,0.5657246112823486
1,1.452759861946106,1.1276711225509644,0.2240250408649444,0.181084543466568,1.452759861946106,1.1276711225509644,0.3250887393951416,0.04294049739837641,0.3250887393951416
2,1.378080129623413,0.9325998425483704,0.5303987264633179,0.3023933470249176,1.378080129623413,0.9325998425483704,0.4454802870750427,0.22800537943840027,0.4454802870750427
3,1.3779609203338623,0.5757827758789062,0.2949121594429016,0.2039449512958526,1.3779609203338623,0.5757827758789062,0.802178144454956,0.090967208147049,0.802178144454956
4,0.3522480726242065,0.3549510240554809,0.1106840521097183,0.1058146879076957,0.3522480726242065,0.3549510240554809,-0.002702951431274414,0.004869364202022594,-0.002702951431274414
5,1.1969215869903564,0.944328784942627,0.1902378648519516,0.1601418107748031,1.1969215869903564,0.944328784942627,0.2525928020477295,0.030096054077148493,0.2525928020477295
6,0.3786472082138061,0.1989501714706421,0.1991880536079406,0.1417848169803619,0.3786472082138061,0.1989501714706421,0.179697036743164,0.05740323662757868,0.179697036743164
7,0.7496637105941772,0.7832280397415161,0.1577506363391876,0.2335253655910492,0.7496637105941772,0.7832280397415161,-0.03356432914733887,-0.0757747292518616,-0.03356432914733887
8,1.017574667930603,0.6949695348739624,0.2062660306692123,0.1775679588317871,1.017574667930603,0.6949695348739624,0.3226051330566406,0.028698071837425204,0.3226051330566406
9,0.4429354667663574,0.251480221748352,0.1458483934402465,0.140717014670372,0.4429354667663574,0.251480221748352,0.19145524501800543,0.0051313787698744895,0.19145524501800543
10,0.3918843269348144,0.2571320533752441,0.1268678456544876,0.162844717502594,0.3918843269348144,0.2571320533752441,0.1347522735595703,-0.035976871848106384,0.1347522735595703
11,0.6130890846252441,0.5191330909729004,0.2201845645904541,0.1807889193296432,0.6130890846252441,0.5191330909729004,0.09395599365234375,0.03939564526081091,0.09395599365234375
12,1.2517966032028198,0.2583101987838745,0.2671339809894562,0.1388563811779022,1.2517966032028198,0.2583101987838745,0.9934864044189453,0.12827759981155398,0.9934864044189453
13,1.2882516384124756,0.912606716156006,0.2117328196763992,0.1583211719989776,1.2882516384124756,0.912606716156006,0.3756449222564696,0.0534116476774216,0.3756449222564696
14,0.5273551940917969,0.2687612771987915,0.1356287002563476,0.0911447629332542,0.5273551940917969,0.2687612771987915,0.25859391689300537,0.0444839373230934,0.25859391689300537
15,0.7005113363265991,0.2195767164230346,0.1460421979427337,0.1020087748765945,0.7005113363265991,0.2195767164230346,0.4809346199035645,0.04403342306613921,0.4809346199035645
16,0.5728611946105957,0.3545091152191162,0.2416219711303711,0.1656921952962875,0.5728611946105957,0.3545091152191162,0.2183520793914795,0.07592977583408358,0.2183520793914795
17,0.3363193273544311,0.3140296936035156,0.106221966445446,0.1077692583203315,0.3363193273544311,0.3140296936035156,0.022289633750915472,-0.0015472918748855036,0.022289633750915472
18,0.7345688343048096,0.596160888671875,0.1900427937507629,0.1361887007951736,0.7345688343048096,0.596160888671875,0.13840794563293457,0.05385409295558932,0.13840794563293457
19,0.2181595563888549,0.2054693698883056,0.0778967291116714,0.1722884029150009,0.2181595563888549,0.2054693698883056,0.012690186500549289,-0.09439167380332948,0.012690186500549289
